Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000199246	RNU6-896P	6	+	153681447	153681553	0.0	0.0	0.0
ENSG00000228789	HCG22	6	+	31053450	31059890	0.0	0.0	0.0
ENSG00000219806	ATP5PBP6	6	-	139614438	139615204	0.0	0.0	0.0
ENSG00000271338	AL591034.2	6	+	53381519	53382203	0.0	0.0	0.0
ENSG00000188056	TREML4	6	+	41228324	41238882	0.0	0.0	0.0
ENSG00000213900	RPS17P1	6	-	29489271	29489676	0.0	0.0	0.0
ENSG00000217770	FEM1AP3	6	-	112365704	112367444	0.0	0.0	0.0
ENSG00000283453	AC244258.1	6	+	60281444	60544955	0.0	0.0	0.0
ENSG00000229596	MYL8P	6	+	33338978	33339495	0.0	0.0	0.0
ENSG00000124610	HIST1H1A	6	-	26017085	26017732	0.0	0.0	0.0
ENSG00000216901	ZNF603P	6	+	28176188	28176674	0.0	0.0	0.0
ENSG00000234484	AL032821.1	6	+	132752675	132753951	0.0	0.0	0.0
ENSG00000216444	RAET1M	6	+	150032769	150033566	0.0	0.0	0.0
ENSG00000112337	SLC17A2	6	-	25912754	25930726	0.0	0.0	0.0
ENSG00000201386	RNU6-1163P	6	+	112971493	112971599	0.0	0.0	0.0
ENSG00000204610	TRIM15	6	+	30163206	30172696	0.0	0.0	0.0
ENSG00000227598	Z94721.1	6	-	166969626	166999065	0.0	0.0	0.0
ENSG00000214460	TPT1P6	6	-	85427453	85427966	0.0	0.0	0.0
ENSG00000217315	OR2W2P	6	+	28033947	28034855	0.0	0.0	0.0
ENSG00000279960	AL137783.1	6	+	132891924	132893819	0.0	0.0	0.0
ENSG00000227089	AL031767.1	6	-	21354411	21355296	0.0	0.0	0.0
ENSG00000250903	GMDS-DT	6	+	2245748	2482022	0.0	0.0	0.0
ENSG00000213461	AL672212.1	6	-	41308166	41308565	0.0	0.0	0.0
ENSG00000253010	RN7SKP256	6	-	53415294	53415607	0.0	0.0	0.0
ENSG00000196376	SLC35F1	6	+	117907526	118317676	0.0	0.0	0.0
ENSG00000200895	RN7SKP245	6	+	131820334	131820653	0.0	0.0	0.0
ENSG00000161904	LEMD2	6	-	33771202	33789136	0.0	0.0	0.0
ENSG00000243439	RN7SL352P	6	+	1507322	1507598	0.0	0.0	0.0
ENSG00000278343	AL356130.2	6	-	958324	962272	0.0	0.0	0.0
ENSG00000218809	AL391903.1	6	-	41269875	41270239	0.0	0.0	0.0
ENSG00000281832	LINC00602	6	+	165987551	165989615	0.0	0.0	0.0
ENSG00000054598	FOXC1	6	+	1609972	1613897	0.0	0.0	0.0
ENSG00000220267	ACTBP8	6	-	88275882	88276989	0.0	0.0	0.0
ENSG00000219463	RPSAP42	6	+	137995270	137996147	0.0	0.0	0.0
ENSG00000219262	OR2E1P	6	-	28455648	28456141	0.0	0.0	0.0
ENSG00000214012	KRT18P38	6	+	19612755	19614036	0.0	0.0	0.0
ENSG00000187772	LIN28B	6	+	104936616	105083332	0.0	0.0	0.0
ENSG00000224447	HIST1H1PS2	6	+	26016379	26016601	0.0	0.0	0.0
ENSG00000218772	FAM8A6P	6	-	134603564	134604698	0.0	0.0	0.0
ENSG00000275906	NAPGP2	6	-	30961403	30962396	0.0	0.0	0.0
ENSG00000219770	VN1R11P	6	+	27083280	27084147	0.0	0.0	0.0
ENSG00000219627	CYCSP17	6	+	95504182	95504496	0.0	0.0	0.0
ENSG00000201464	RF00019	6	-	79301963	79302066	0.0	0.0	0.0
ENSG00000237947	AL583854.1	6	-	40713411	40715363	0.0	0.0	0.0
ENSG00000236013	AL138737.1	6	+	140067435	140093721	0.0	0.0	0.0
ENSG00000112290	WASF1	6	-	110099819	110180004	0.0	0.0	0.0
ENSG00000074771	NOX3	6	-	155395370	155455903	0.0	0.0	0.0
ENSG00000272465	AL031768.1	6	+	2437549	2438249	0.0	0.0	0.0
ENSG00000244694	PTCHD4	6	-	47878028	48068689	0.0	0.0	0.0
ENSG00000124613	ZNF391	6	+	27374615	27403904	0.0	0.0	0.0
ENSG00000225613	LINCMD1	6	-	52146814	52151119	0.0	0.0	0.0
ENSG00000233908	AL359711.1	6	+	109288440	109288562	0.0	0.0	0.0
ENSG00000228772	AL033539.1	6	-	22589137	22593833	0.0	0.0	0.0
ENSG00000223321	RN7SKP293	6	-	12406486	12406781	0.0	0.0	0.0
ENSG00000236466	AL359633.2	6	+	46492052	46532758	0.0	0.0	0.0
ENSG00000234015	LINC02530	6	-	12582915	12585404	0.0	0.0	0.0
ENSG00000218337	AL589994.1	6	-	49077712	49078051	0.0	0.0	0.0
ENSG00000203909	DPPA5	6	-	73353062	73354295	0.0	0.0	0.0
ENSG00000275773	AL590227.1	6	+	60723148	60723898	0.0	0.0	0.0
ENSG00000218016	ZNF192P2	6	+	28188050	28189432	0.0	0.0	0.0
ENSG00000237285	HNRNPA1P2	6	+	32325219	32326178	0.0	0.0	0.0
ENSG00000219773	RPSAP45	6	-	112355841	112356714	0.0	0.0	0.0
ENSG00000216775	AL109918.1	6	+	52664366	52669155	0.0	0.0	0.0
ENSG00000272468	AL021807.1	6	-	27122657	27123221	0.0	0.0	0.0
ENSG00000229017	LINC01277	6	-	142966421	143038077	0.0	0.0	0.0
ENSG00000237775	DDR1-DT	6	-	30866982	30875918	0.0	0.0	0.0
ENSG00000236324	AL035634.1	6	-	157885114	157892786	0.0	0.0	0.0
ENSG00000146469	VIP	6	+	152750798	152759765	0.0	0.0	0.0
ENSG00000203498	AL139390.1	6	+	6993191	6995554	0.0	0.0	0.0
ENSG00000218776	MTATP6P31	6	+	153666627	153667318	0.0	0.0	0.0
ENSG00000217325	PRELID1P1	6	+	126643488	126644390	0.0	0.0	0.0
ENSG00000131019	ULBP3	6	-	150063150	150069095	0.0	0.0	0.0
ENSG00000231762	AL590426.1	6	+	76660486	76662770	0.0	0.0	0.0
ENSG00000204389	HSPA1A	6	+	31815464	31817946	0.0	0.0	0.0
ENSG00000228777	LINC02534	6	-	115633542	115634191	0.0	0.0	0.0
ENSG00000238076	MRPL48P1	6	-	10459906	10460541	0.0	0.0	0.0
ENSG00000220326	AL603865.2	6	-	121641009	121641221	0.0	0.0	0.0
ENSG00000215190	LINC00680	6	-	57946074	57961501	0.0	0.0	0.0
ENSG00000207044	RNU6-1226P	6	-	112196440	112196546	0.0	0.0	0.0
ENSG00000259828	AL355596.1	6	+	141447011	141451006	0.0	0.0	0.0
ENSG00000217776	AL138827.1	6	-	87070156	87070461	0.0	0.0	0.0
ENSG00000228614	AL513211.1	6	-	53790875	53794274	0.0	0.0	0.0
ENSG00000203778	FAM229B	6	+	112087599	112102790	0.0	0.0	0.0
ENSG00000223191	RNU6-293P	6	-	158926466	158926571	0.0	0.0	0.0
ENSG00000217085	HMGB3P19	6	-	153938433	153938992	0.0	0.0	0.0
ENSG00000204390	HSPA1L	6	-	31809619	31815065	0.0	0.0	0.0
ENSG00000231690	LINC00574	6	+	169790321	169802873	0.0	0.0	0.0
ENSG00000271328	B3GNTL1P2	6	+	47368943	47369230	0.0	0.0	0.0
ENSG00000228432	DHFRP2	6	-	31366352	31366898	0.0	0.0	0.0
ENSG00000227192	AL023581.2	6	-	143039425	143042324	0.0	0.0	0.0
ENSG00000200040	RF00019	6	+	75928513	75928625	0.0	0.0	0.0
ENSG00000231329	AL031772.1	6	-	139144204	139239653	0.0	0.0	0.0
ENSG00000207193	RF00019	6	-	16232231	16232330	0.0	0.0	0.0
ENSG00000124508	BTN2A2	6	+	26383096	26394874	0.0	0.0	0.0
ENSG00000227507	LTB	6	-	31580525	31582522	0.0	0.0	0.0
ENSG00000204194	RPL12P1	6	-	33400059	33400556	0.0	0.0	0.0
ENSG00000112039	FANCE	6	+	35452361	35467103	0.0	0.0	0.0
ENSG00000226070	AL139275.1	6	-	40358744	40369474	0.0	0.0	0.0
ENSG00000225580	AL358942.1	6	-	112616703	112617880	0.0	0.0	0.0
ENSG00000204348	DXO	6	-	31969810	31972292	0.0	0.0	0.0
ENSG00000281450	PANDAR	6	-	36673621	36675126	0.0	0.0	0.0
ENSG00000271162	AL022099.1	6	-	48952070	48952781	0.0	0.0	0.0
ENSG00000230438	SERPINB9P1	6	-	2854657	2881407	0.0	0.0	0.0
ENSG00000164451	CALHM4	6	+	116529013	116558868	0.0	0.0	0.0
ENSG00000229142	HCG4P8	6	-	29827385	29828364	0.0	0.0	0.0
ENSG00000280451	AL356094.1	6	+	93811825	93813036	0.0	0.0	0.0
ENSG00000008196	TFAP2B	6	+	50818723	50847613	0.0	0.0	0.0
ENSG00000227508	LINC01624	6	+	170272474	170279887	0.0	0.0	0.0
ENSG00000260000	AL133338.1	6	+	100881471	100882987	0.0	0.0	0.0
ENSG00000262179	MYMX	6	+	44216939	44218236	0.0	0.0	0.0
ENSG00000201628	RNU4-7P	6	-	150326623	150326763	0.0	0.0	0.0
ENSG00000112599	GUCA1B	6	-	42184401	42194916	0.0	0.0	0.0
ENSG00000238079	AL356121.1	6	-	108372772	108372927	0.0	0.0	0.0
ENSG00000225690	TREML5P	6	+	41247369	41249649	0.0	0.0	0.0
ENSG00000223001	RNU2-61P	6	-	89063500	89063690	0.0	0.0	0.0
ENSG00000048545	GUCA1A	6	+	42155406	42180056	0.0	0.0	0.0
ENSG00000118434	SPACA1	6	+	88047789	88066832	0.0	0.0	0.0
ENSG00000279453	Z99129.4	6	-	122436789	122439223	0.0	0.0	0.0
ENSG00000200198	RN7SKP211	6	+	105904373	105904687	0.0	0.0	0.0
ENSG00000185002	RFX6	6	+	116877212	116932163	0.0	0.0	0.0
ENSG00000118508	RAB32	6	+	146543693	146554965	0.0	0.0	0.0
ENSG00000203760	CENPW	6	+	126340174	126348875	0.0	0.0	0.0
ENSG00000226454	AL033380.1	6	-	40516336	40523933	0.0	0.0	0.0
ENSG00000175003	SLC22A1	6	+	160121789	160158718	0.0	0.0	0.0
ENSG00000271761	AL021368.1	6	-	57902609	57903148	0.0	0.0	0.0
ENSG00000232310	AL078590.3	6	-	134525314	134659836	0.0	0.0	0.0
ENSG00000226455	AL121787.1	6	+	89950116	89953186	0.0	0.0	0.0
ENSG00000216710	COX6A1P3	6	+	120781220	120781512	0.0	0.0	0.0
ENSG00000217004	Z97832.1	6	-	35279177	35279819	0.0	0.0	0.0
ENSG00000203733	GJE1	6	+	142133090	142135151	0.0	0.0	0.0
ENSG00000178762	HIST1H2BPS1	6	-	25731782	25732091	0.0	0.0	0.0
ENSG00000219088	Z97206.1	6	+	105666326	105667998	0.0	0.0	0.0
ENSG00000220311	RPL35AP18	6	+	79964215	79964519	0.0	0.0	0.0
ENSG00000221456	MIR1202	6	+	155946797	155946879	0.0	0.0	0.0
ENSG00000272273	IER3-AS1	6	+	30742929	30743592	0.0	0.0	0.0
ENSG00000231863	AL139393.1	6	+	160931080	160969771	0.0	0.0	0.0
ENSG00000204789	ZNF204P	6	-	27357825	27360221	0.0	0.0	0.0
ENSG00000213071	LPAL2	6	-	160453428	160520269	0.0	0.0	0.0
ENSG00000187763	OR2B7P	6	+	28046434	28047367	0.0	0.0	0.0
ENSG00000219776	RPL21P67	6	+	131469059	131469536	0.0	0.0	0.0
ENSG00000237312	AL590867.3	6	-	153304595	153308982	0.0	0.0	0.0
ENSG00000223457	HTATSF1P1	6	+	33237799	33239690	0.0	0.0	0.0
ENSG00000146166	LGSN	6	-	63275951	63319977	0.0	0.0	0.0
ENSG00000096006	CRISP3	6	-	49727384	49744437	0.0	0.0	0.0
ENSG00000222764	RN7SKP106	6	-	141486141	141486412	0.0	0.0	0.0
ENSG00000222431	RNU6-141P	6	-	20452369	20452473	0.0	0.0	0.0
ENSG00000202313	RNU1-64P	6	-	11503509	11503671	0.0	0.0	0.0
ENSG00000199458	RNU4-35P	6	-	121453981	121454121	0.0	0.0	0.0
ENSG00000214338	SOGA3	6	-	127472794	127519191	0.0	0.0	0.0
ENSG00000271765	RN7SKP299	6	+	136545192	136545492	0.0	0.0	0.0
ENSG00000217314	UQCRFS1P3	6	-	19638040	19638808	0.0	0.0	0.0
ENSG00000146122	DAAM2	6	+	39792298	39904877	0.0	0.0	0.0
ENSG00000135547	HEY2	6	+	125747664	125761269	0.0	0.0	0.0
ENSG00000079689	SCGN	6	+	25652201	25701783	0.0	0.0	0.0
ENSG00000217874	OR4F7P	6	+	170639606	170640536	0.0	0.0	0.0
ENSG00000236173	AL049612.1	6	-	169809318	169810102	0.0	0.0	0.0
ENSG00000218766	AL450338.1	6	+	85868953	85869464	0.0	0.0	0.0
ENSG00000204315	FKBPL	6	-	32128707	32130291	0.0	0.0	0.0
ENSG00000272009	AL121944.1	6	-	28078792	28081130	0.0	0.0	0.0
ENSG00000231769	AL035701.1	6	-	46097093	46129706	0.0	0.0	0.0
ENSG00000252767	RNU6-250P	6	+	40407853	40407955	0.0	0.0	0.0
ENSG00000180316	PNPLA1	6	+	36243203	36312229	0.0	0.0	0.0
ENSG00000219249	AMZ2P2	6	-	158725747	158726803	0.0	0.0	0.0
ENSG00000207180	RNU6-411P	6	+	71182612	71182718	0.0	0.0	0.0
ENSG00000146352	CLVS2	6	+	122995971	123072927	0.0	0.0	0.0
ENSG00000216613	AL023284.2	6	-	136419847	136420425	0.0	0.0	0.0
ENSG00000229765	AL354868.1	6	-	10213881	10214362	0.0	0.0	0.0
ENSG00000220181	AL357075.1	6	+	154549517	154550242	0.0	0.0	0.0
ENSG00000135577	NMBR	6	-	142058330	142088799	0.0	0.0	0.0
ENSG00000199360	RNU6-1115P	6	+	110856417	110856522	0.0	0.0	0.0
ENSG00000217769	AL157777.1	6	+	86897118	86897421	0.0	0.0	0.0
ENSG00000234768	AL611929.1	6	+	168194358	168204501	0.0	0.0	0.0
ENSG00000135318	NT5E	6	+	85449584	85495791	0.0	0.0	0.0
ENSG00000112182	BACH2	6	-	89926529	90296908	0.0	0.0	0.0
ENSG00000180596	HIST1H2BC	6	-	26114873	26123926	0.0	0.0	0.0
ENSG00000213886	UBD	6	-	29555515	29559925	0.0	0.0	0.0
ENSG00000224506	LINC02523	6	+	125674353	125720218	0.0	0.0	0.0
ENSG00000146233	CYP39A1	6	-	46549580	46652830	0.0	0.0	0.0
ENSG00000112319	EYA4	6	+	133240598	133532120	0.0	0.0	0.0
ENSG00000233183	AL138889.1	6	+	33893323	33927631	0.0	0.0	0.0
ENSG00000218890	NUFIP1P	6	-	66093431	66094909	0.0	0.0	0.0
ENSG00000280184	AL023806.3	6	-	145789270	145791973	0.0	0.0	0.0
ENSG00000272168	CASC15	6	+	21664772	22368328	0.0	0.0	0.0
ENSG00000219891	ZSCAN12P1	6	+	28091154	28093664	0.0	0.0	0.0
ENSG00000271440	AL121932.1	6	-	28633381	28633594	0.0	0.0	0.0
ENSG00000201185	RNA5SP202	6	+	4427963	4428081	0.0	0.0	0.0
ENSG00000217385	PSMC1P11	6	+	4702463	4703779	0.0	0.0	0.0
ENSG00000164458	TBXT	6	-	166157656	166168700	0.0	0.0	0.0
ENSG00000161896	IP6K3	6	-	33721670	33746905	0.0	0.0	0.0
ENSG00000218186	KRT8P43	6	+	24598012	24599790	0.0	0.0	0.0
ENSG00000224893	AL160162.1	6	-	152794496	152831913	0.0	0.0	0.0
ENSG00000164442	CITED2	6	-	139371807	139374620	0.0	0.0	0.0
ENSG00000218187	AL356432.1	6	-	127654860	127655278	0.0	0.0	0.0
ENSG00000228666	KRT18P1	6	-	28969130	28970460	0.0	0.0	0.0
ENSG00000216616	AL356421.1	6	-	47752828	47753240	0.0	0.0	0.0
ENSG00000152894	PTPRK	6	-	127968779	128520674	0.0	0.0	0.0
ENSG00000232699	BDH2P1	6	+	99174744	99175479	0.0	0.0	0.0
ENSG00000280443	AL136313.1	6	+	21822536	21822737	0.0	0.0	0.0
ENSG00000260188	AC002464.1	6	+	110477907	110479436	0.0	0.0	0.0
ENSG00000242246	AL603908.1	6	+	153666466	153666666	0.0	0.0	0.0
ENSG00000199290	RF00019	6	+	29750371	29750472	0.0	0.0	0.0
ENSG00000266750	MIR4645	6	-	2854031	2854107	0.0	0.0	0.0
ENSG00000222895	RNU6-1133P	6	+	31083010	31083109	0.0	0.0	0.0
ENSG00000205444	AL034376.1	6	+	4610612	4611919	0.0	0.0	0.0
ENSG00000272189	AL024508.2	6	+	136550661	136552554	0.0	0.0	0.0
ENSG00000112763	BTN2A1	6	+	26457904	26476621	0.0	0.0	0.0
ENSG00000223811	AL589684.1	6	-	113357003	113367944	0.0	0.0	0.0
ENSG00000228078	HLA-U	6	+	29934101	29934286	0.0	0.0	0.0
ENSG00000278332	AL021918.2	6	+	27510501	27510694	0.0	0.0	0.0
ENSG00000173626	TRAPPC3L	6	-	116494989	116545610	0.0	0.0	0.0
ENSG00000270896	AL645939.3	6	-	29763258	29763392	0.0	0.0	0.0
ENSG00000207300	RF00019	6	+	137784374	137784486	0.0	0.0	0.0
ENSG00000272445	RNU6-84P	6	-	76557653	76557754	0.0	0.0	0.0
ENSG00000112619	PRPH2	6	-	42696600	42722574	0.0	0.0	0.0
ENSG00000232311	AL512303.1	6	+	109826522	109828785	0.0	0.0	0.0
ENSG00000271897	AL357518.1	6	+	11607552	11607981	0.0	0.0	0.0
ENSG00000216762	VN1R13P	6	-	27060365	27061249	0.0	0.0	0.0
ENSG00000272446	AL158850.2	6	-	139159157	139277181	0.0	0.0	0.0
ENSG00000213335	CLNS1AP1	6	-	54485169	54485850	0.0	0.0	0.0
ENSG00000158553	POM121L2	6	-	27285903	27312170	0.0	0.0	0.0
ENSG00000218143	ERHP2	6	-	54016479	54016777	0.0	0.0	0.0
ENSG00000242753	AL445430.2	6	+	11487226	11515710	0.0	0.0	0.0
ENSG00000219302	AL451046.1	6	-	129819637	129820170	0.0	0.0	0.0
ENSG00000220447	AL139098.1	6	+	121381472	121381860	0.0	0.0	0.0
ENSG00000275953	AL359535.1	6	-	126627484	126628570	0.0	0.0	0.0
ENSG00000079931	MOXD1	6	-	132296055	132401545	0.0	0.0	0.0
ENSG00000230313	HCG24	6	+	33144783	33147767	0.0	0.0	0.0
ENSG00000220091	LAP3P1	6	-	82924829	82925122	0.0	0.0	0.0
ENSG00000231754	AL512380.1	6	-	21521678	21523783	0.0	0.0	0.0
ENSG00000235899	LINC01564	6	+	53628380	53631394	0.0	0.0	0.0
ENSG00000199303	RF00019	6	-	99642237	99642347	0.0	0.0	0.0
ENSG00000264017	RN7SL336P	6	+	89090946	89091242	0.0	0.0	0.0
ENSG00000224328	MDC1-AS1	6	+	30703067	30713184	0.0	0.0	0.0
ENSG00000260455	NBAT1	6	-	22134957	22147193	0.0	0.0	0.0
ENSG00000219755	AL137784.1	6	+	99575712	99576456	0.0	0.0	0.0
ENSG00000271304	DPRXP2	6	-	35989515	35990436	0.0	0.0	0.0
ENSG00000237449	TAAR4P	6	-	132594398	132595436	0.0	0.0	0.0
ENSG00000189325	C6orf222	6	-	36315757	36336885	0.0	0.0	0.0
ENSG00000130363	RSPH3	6	-	158972871	159000187	0.0	0.0	0.0
ENSG00000223485	LINC01615	6	-	169158092	169162924	0.0	0.0	0.0
ENSG00000234427	AL022724.1	6	+	11810602	11811248	0.0	0.0	0.0
ENSG00000203756	TMEM244	6	-	129831244	129861547	0.0	0.0	0.0
ENSG00000220694	AL096711.1	6	+	127435636	127436189	0.0	0.0	0.0
ENSG00000230423	AL731684.2	6	+	170735751	170736545	0.0	0.0	0.0
ENSG00000220076	AL034345.1	6	+	38928031	38928153	0.0	0.0	0.0
ENSG00000224583	AL356277.2	6	+	74642384	74652002	0.0	0.0	0.0
ENSG00000219757	AL357139.1	6	-	102453367	102453792	0.0	0.0	0.0
ENSG00000218872	AL445189.1	6	-	108856400	108856737	0.0	0.0	0.0
ENSG00000270306	AL158050.2	6	-	51385282	51385849	0.0	0.0	0.0
ENSG00000218690	HIST1H2APS4	6	-	26272021	26272701	0.0	0.0	0.0
ENSG00000279170	AL137784.3	6	+	99587611	99589898	0.0	0.0	0.0
ENSG00000201379	RNU4-76P	6	-	121542486	121542626	0.0	0.0	0.0
ENSG00000256162	SMLR1	6	+	130827406	130837135	0.0	0.0	0.0
ENSG00000219758	FO393415.2	6	+	113839279	113839621	0.0	0.0	0.0
ENSG00000216307	AL136309.1	6	+	4189116	4189806	0.0	0.0	0.0
ENSG00000283265	AL356234.3	6	+	137693068	137700415	0.0	0.0	0.0
ENSG00000197171	AL672167.1	6	+	29223973	29292963	0.0	0.0	0.0
ENSG00000184612	RPL7P26	6	-	17530899	17531652	0.0	0.0	0.0
ENSG00000204308	RNF5	6	+	32178354	32180793	0.0	0.0	0.0
ENSG00000277172	GAPDHP41	6	-	60719222	60720196	0.0	0.0	0.0
ENSG00000218582	GAPDHP63	6	-	79953005	79954011	0.0	0.0	0.0
ENSG00000219297	MRPL42P3	6	+	144136450	144136775	0.0	0.0	0.0
ENSG00000217135	AL590004.1	6	+	3921847	3922146	0.0	0.0	0.0
ENSG00000218073	AL021407.3	6	+	16160926	16161411	0.0	0.0	0.0
ENSG00000230309	AL121718.1	6	-	78604467	78606036	0.0	0.0	0.0
ENSG00000218173	AL356967.1	6	+	104687241	104687671	0.0	0.0	0.0
ENSG00000174156	GSTA3	6	-	52896639	52909685	0.0	0.0	0.0
ENSG00000213880	RPL7AP7	6	-	29803195	29803991	0.0	0.0	0.0
ENSG00000277264	MIR6833	6	+	32179816	32179876	0.0	0.0	0.0
ENSG00000237174	AL445465.1	6	+	75357214	75399300	0.0	0.0	0.0
ENSG00000277973	AL138828.2	6	+	136206478	136206860	0.0	0.0	0.0
ENSG00000265558	MIR3918	6	-	158764661	158764753	0.0	0.0	0.0
ENSG00000218483	AL356277.1	6	-	74610449	74610715	0.0	0.0	0.0
ENSG00000216439	DUTP5	6	-	85426657	85427125	0.0	0.0	0.0
ENSG00000277881	AL645927.1	6	+	29450210	29450558	0.0	0.0	0.0
ENSG00000223586	LINC01312	6	+	133821147	133851800	0.0	0.0	0.0
ENSG00000112175	BMP5	6	-	55753645	55875564	0.0	0.0	0.0
ENSG00000206908	RNU1-136P	6	+	53219261	53219424	0.0	0.0	0.0
ENSG00000206875	RNU6-761P	6	-	42018408	42018514	0.0	0.0	0.0
ENSG00000186439	TRDN	6	-	123216339	123637093	0.0	0.0	0.0
ENSG00000251882	RNU6-475P	6	-	114866873	114866976	0.0	0.0	0.0
ENSG00000252431	RNU6-1247P	6	-	151280515	151280612	0.0	0.0	0.0
ENSG00000219329	AL357515.1	6	+	110923566	110924107	0.0	0.0	0.0
ENSG00000224586	GPX5	6	+	28525925	28534952	0.0	0.0	0.0
ENSG00000222078	RN7SKP110	6	-	90001222	90001506	0.0	0.0	0.0
ENSG00000226314	ZNF192P1	6	+	28161781	28169594	0.0	0.0	0.0
ENSG00000220184	HMGB3P18	6	-	121858179	121858768	0.0	0.0	0.0
ENSG00000118432	CNR1	6	-	88139864	88166359	0.0	0.0	0.0
ENSG00000231426	FILNC1	6	+	139677639	139860476	0.0	0.0	0.0
ENSG00000229068	TMPOP1	6	+	30466452	30467994	0.0	0.0	0.0
ENSG00000220884	MESTP1	6	-	128928995	128929988	0.0	0.0	0.0
ENSG00000263894	MIR3925	6	-	36622436	36622512	0.0	0.0	0.0
ENSG00000217178	AL357563.1	6	+	74282266	74282660	0.0	0.0	0.0
ENSG00000164440	TXLNB	6	-	139240061	139292139	0.0	0.0	0.0
ENSG00000236740	AL033384.1	6	+	53930022	53997667	0.0	0.0	0.0
ENSG00000227885	AL590652.1	6	-	53740749	53747022	0.0	0.0	0.0
ENSG00000164434	FABP7	6	+	122779475	122784074	0.0	0.0	0.0
ENSG00000172179	PRL	6	-	22287244	22297501	0.0	0.0	0.0
ENSG00000262095	MTATP6P25	6	+	91726810	91727070	0.0	0.0	0.0
ENSG00000124570	SERPINB6	6	-	2948159	2972165	0.0	0.0	0.0
ENSG00000111886	GABRR2	6	-	89257208	89315299	0.0	0.0	0.0
ENSG00000202103	RNU4-12P	6	-	85993021	85993159	0.0	0.0	0.0
ENSG00000213435	ATP6V0CP3	6	+	42727234	42727700	0.0	0.0	0.0
ENSG00000220908	LINC02531	6	-	92723003	92723829	0.0	0.0	0.0
ENSG00000026652	AGPAT4	6	-	161129979	161274061	0.0	0.0	0.0
ENSG00000234753	FOXP4-AS1	6	-	41494853	41548621	0.0	0.0	0.0
ENSG00000237742	AL365259.1	6	-	125578558	125749190	0.0	0.0	0.0
ENSG00000234426	AL139042.1	6	-	88298950	88421033	0.0	0.0	0.0
ENSG00000216436	HIST1H2APS1	6	+	25732497	25732827	0.0	0.0	0.0
ENSG00000180872	DEFB112	6	-	50043575	50048651	0.0	0.0	0.0
ENSG00000124743	KLHL31	6	-	53647901	53665708	0.0	0.0	0.0
ENSG00000271888	AL136162.1	6	-	15243923	15245000	0.0	0.0	0.0
ENSG00000238697	RNU6-261P	6	-	76446988	76447089	0.0	0.0	0.0
ENSG00000225437	PACRG-AS2	6	-	163042557	163054161	0.0	0.0	0.0
ENSG00000124564	SLC17A3	6	-	25833066	25882286	0.0	0.0	0.0
ENSG00000069122	ADGRF5	6	-	46852512	46954943	0.0	0.0	0.0
ENSG00000220744	RPL5P18	6	+	127362513	127363403	0.0	0.0	0.0
ENSG00000230350	RPL35AP3	6	-	136973930	136974217	0.0	0.0	0.0
ENSG00000229315	MCHR2-AS1	6	+	99993944	100076413	0.0	0.0	0.0
ENSG00000202438	RF00019	6	-	130573996	130574112	0.0	0.0	0.0
ENSG00000217078	AL021407.1	6	-	16163377	16163762	0.0	0.0	0.0
ENSG00000218180	SLC25A5P7	6	+	121653795	121654690	0.0	0.0	0.0
ENSG00000226571	AL158850.1	6	+	139271362	139287307	0.0	0.0	0.0
ENSG00000220745	AL080276.1	6	-	152959359	152959605	0.0	0.0	0.0
ENSG00000204439	C6orf47	6	-	31658298	31660772	0.0	0.0	0.0
ENSG00000223765	LINC01626	6	+	71450834	71458874	0.0	0.0	0.0
ENSG00000235301	HLA-Z	6	+	32896416	32896490	0.0	0.0	0.0
ENSG00000213076	AL627422.1	6	-	158921271	158922150	0.0	0.0	0.0
ENSG00000233064	AL136307.1	6	+	5851506	5870220	0.0	0.0	0.0
ENSG00000266807	MIR548H5	6	+	131792172	131792231	0.0	0.0	0.0
ENSG00000230248	Z98742.1	6	+	108275642	108276546	0.0	0.0	0.0
ENSG00000220130	AL079342.1	6	+	89001548	89001814	0.0	0.0	0.0
ENSG00000230314	ELOVL2-AS1	6	+	11043524	11078226	0.0	0.0	0.0
ENSG00000182747	SLC35D3	6	+	136922264	136925639	0.0	0.0	0.0
ENSG00000227609	TMEM183AP1	6	+	29577459	29577748	0.0	0.0	0.0
ENSG00000237398	HLA-DPA3	6	-	33131216	33143325	0.0	0.0	0.0
ENSG00000220514	MTND4LP20	6	+	153668589	153668858	0.0	0.0	0.0
ENSG00000217160	MTCO2P31	6	+	153665707	153666390	0.0	0.0	0.0
ENSG00000284688	AL121936.2	6	+	26477872	26478533	0.0	0.0	0.0
ENSG00000130368	MAS1	6	+	159906690	159916530	0.0	0.0	0.0
ENSG00000196748	CLPSL2	6	+	35776594	35779552	0.0	0.0	0.0
ENSG00000220131	AL121835.1	6	+	88265158	88265511	0.0	0.0	0.0
ENSG00000220240	AL157777.2	6	+	86897547	86897683	0.0	0.0	0.0
ENSG00000124749	COL21A1	6	-	56056590	56394094	0.0	0.0	0.0
ENSG00000269155	AL009178.2	6	+	167795530	167798248	0.0	0.0	0.0
ENSG00000212147	RNU6-1106P	6	-	105045562	105045668	0.0	0.0	0.0
ENSG00000153162	BMP6	6	+	7726797	7881422	0.0	0.0	0.0
ENSG00000164627	KIF6	6	-	39329990	39725405	0.0	0.0	0.0
ENSG00000225683	PACRG-AS3	6	-	163165414	163192002	0.0	0.0	0.0
